Hora;Satelites;Latitud;Longitud;Velocidad_GPS;Velocidad_Moto;Altitud;Accel_X;Accel_Y;RPM;TPS;Temperatura_Motor;Carga_Motor;Calidad;Bateria;Distancia;Pulsador;Distancia_Parcial;Promedio_Velocidad;Promedio_Aceleracion;Consumo_L_H;Consumo_Acumulado_L;KmL_Instantaneo;KmL_Promedio;Pulso_Iny_Acumulado;STFT;LTFT
13:57:45;12;6.380685;-75.470446;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:45;12;6.380685;-75.470446;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:45;12;6.380686;-75.470447;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:45;12;6.380686;-75.470447;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:45;12;6.380686;-75.470447;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:45;12;6.380686;-75.470447;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:45;12;6.380686;-75.470448;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:45;12;6.380687;-75.470448;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:46;12;6.380687;-75.470448;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:46;12;6.380687;-75.470448;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:46;12;6.380688;-75.470448;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
13:57:46;12;6.380688;-75.470448;0.00;0;1414;0.000;0.000;0;8;0;0;1.22;100;0.00;0;0.00;0.00;0.000;0.00;0.0000;0.00;0.00;0;0.00;0.00
